Tm,Year,NumGames,TotalWins,HomeWins,WinPct,First_3L_Streak,First_4L_Streak
LAD,1987,162,73,40,0.450617284,3,4
MON,1987,162,91,48,0.561728395,3,4
OAK,1987,162,81,42,0.5,3,4
PHI,1987,162,80,43,0.49382716,3,4
SDP,1987,162,65,37,0.401234568,3,4
CHW,1986,162,72,41,0.444444444,3,4
CLE,1985,162,60,38,0.37037037,3,4
NYY,1985,161,97,58,0.602484472,3,17
OAK,1985,162,77,43,0.475308642,3,19
PHI,1985,162,75,41,0.462962963,3,8
STL,1985,162,101,54,0.62345679,3,4
TEX,1985,161,62,37,0.385093168,3,4
BAL,1984,162,85,44,0.524691358,3,4
MIL,1984,161,67,38,0.416149068,3,4
SFG,1984,162,66,35,0.407407407,3,19
CHC,1983,162,71,43,0.438271605,3,4
CHW,1983,162,99,55,0.611111111,3,28
HOU,1983,162,85,46,0.524691358,3,4
PHI,1983,163,90,50,0.552147239,3,34
PHI,1982,162,89,51,0.549382716,3,38
SFG,1982,162,87,45,0.537037037,3,14
HOU,1981,110,61,31,0.554545455,3,4
MIN,1981,110,41,24,0.372727273,3,4
ATL,1980,161,81,50,0.50310559,3,4
SFG,1980,161,75,44,0.465838509,3,15
ATL,1979,160,66,34,0.4125,3,4
CHC,1979,162,80,45,0.49382716,3,4
CIN,1979,161,90,48,0.559006211,3,70
OAK,1979,162,54,31,0.333333333,3,4
TOR,1979,162,53,32,0.327160494,3,11
ATL,1978,162,69,39,0.425925926,3,8
BAL,1978,161,90,51,0.559006211,3,4
HOU,1978,162,74,50,0.456790123,3,4
MON,1978,162,76,41,0.469135802,3,37
BAL,1977,161,97,54,0.602484472,3,66
BOS,1977,161,97,51,0.602484472,3,4
DET,1977,162,74,39,0.456790123,3,4
PHI,1977,162,101,60,0.62345679,3,4
PIT,1977,162,96,58,0.592592593,3,42
CAL,1976,162,76,38,0.469135802,3,4
HOU,1976,162,80,46,0.49382716,3,33
LAD,1976,162,92,49,0.567901235,3,4
LAD,1975,162,88,49,0.543209877,3,62
NYY,1975,160,83,43,0.51875,3,24
CLE,1974,162,77,40,0.475308642,3,4
HOU,1974,162,81,46,0.5,3,37
PIT,1974,162,88,52,0.543209877,3,4
SDP,1974,162,60,36,0.37037037,3,4
NYY,1973,162,80,50,0.49382716,3,4
OAK,1973,162,94,50,0.580246914,3,46
STL,1973,162,81,43,0.5,3,4
TEX,1973,162,57,35,0.351851852,3,9
CHW,1972,154,87,55,0.564935065,3,73
CIN,1971,162,79,46,0.487654321,3,4
OAK,1971,161,101,46,0.627329193,3,102
CLE,1970,162,76,43,0.469135802,3,25
LAD,1970,161,87,39,0.540372671,3,4
MIL,1970,163,65,38,0.398773006,3,10
MON,1970,162,73,39,0.450617284,3,4
CLE,1969,161,62,33,0.385093168,3,4
HOU,1969,162,81,52,0.5,3,4
MIN,1969,162,97,57,0.598765432,3,4
PHI,1969,162,63,30,0.388888889,3,4
SFG,1969,162,90,52,0.555555556,3,25
STL,1969,162,87,42,0.537037037,3,12
CHW,1968,162,67,36,0.413580247,3,4
WSA,1968,161,65,34,0.403726708,3,22
ATL,1967,162,77,48,0.475308642,3,40
LAD,1967,162,73,42,0.450617284,3,4
BOS,1966,162,72,40,0.444444444,3,4
KCA,1966,160,74,42,0.4625,3,4
NYY,1966,160,70,35,0.4375,3,8
WSA,1966,159,71,42,0.446540881,3,11
CHW,1964,162,98,52,0.604938272,3,49
NYM,1964,163,53,33,0.325153374,3,4
NYY,1964,164,99,50,0.603658537,3,66
HOU,1963,162,66,44,0.407407407,3,15
NYM,1963,162,51,34,0.314814815,3,4
CHC,1962,162,59,32,0.364197531,3,4
MLN,1962,162,86,49,0.530864198,3,4
NYM,1962,161,40,22,0.248447205,3,4
CLE,1960,154,76,39,0.493506494,3,4
STL,1960,155,86,51,0.55483871,3,4
BAL,1959,155,74,38,0.477419355,3,74
DET,1959,154,76,41,0.493506494,3,4
KCA,1959,154,66,37,0.428571429,3,23
PIT,1959,155,78,47,0.503225806,3,4
STL,1959,154,71,42,0.461038961,3,47
STL,1958,154,72,39,0.467532468,3,4
CIN,1957,154,80,45,0.519480519,3,4
DET,1957,154,78,45,0.506493506,3,61
BAL,1956,154,69,41,0.448051948,3,34
DET,1956,155,82,37,0.529032258,3,57
BAL,1955,156,57,30,0.365384615,3,4
CIN,1955,154,75,46,0.487012987,3,4
NYG,1955,154,80,44,0.519480519,3,39
PIT,1955,154,60,36,0.38961039,3,4
CHW,1954,155,94,45,0.606451613,3,76
STL,1954,154,72,33,0.467532468,3,68
BSN,1952,155,64,31,0.412903226,3,35
CHW,1952,156,81,44,0.519230769,3,4
DET,1952,156,50,32,0.320512821,3,4
BOS,1951,154,87,50,0.564935065,3,44
CIN,1951,155,68,35,0.438709677,3,33
DET,1951,154,73,36,0.474025974,3,30
SLB,1951,154,52,24,0.337662338,3,8
CHW,1950,156,60,35,0.384615385,3,4
CIN,1950,153,66,38,0.431372549,3,4
NYG,1950,154,86,44,0.558441558,3,4
BOS,1948,155,96,55,0.619354839,3,17
CHW,1948,154,51,27,0.331168831,3,4
CHC,1947,155,69,36,0.44516129,3,25
WSH,1947,154,64,36,0.415584416,3,19
CIN,1946,156,67,35,0.429487179,3,4
PHI,1946,155,69,41,0.44516129,3,4
WSH,1946,155,76,38,0.490322581,3,4
BOS,1945,157,71,42,0.452229299,3,4
BSN,1945,154,67,36,0.435064935,3,17
BSN,1944,155,65,38,0.419354839,3,4
DET,1944,156,88,43,0.564102564,3,4
PIT,1944,158,90,49,0.569620253,3,101
CHW,1942,148,66,35,0.445945946,3,12
PHA,1942,154,55,25,0.357142857,3,10
PHI,1942,151,42,23,0.278145695,3,4
WSH,1942,151,62,35,0.410596026,3,4
BRO,1941,157,100,52,0.636942675,3,32
CIN,1941,154,88,45,0.571428571,3,4
WSH,1941,156,70,40,0.448717949,3,34
BSN,1940,152,65,35,0.427631579,3,4
STL,1940,156,84,41,0.538461538,3,23
WSH,1940,154,64,36,0.415584416,3,4
CHW,1939,155,85,50,0.548387097,3,56
PHA,1938,154,53,28,0.344155844,3,4
STL,1938,156,71,36,0.455128205,3,8
BSN,1937,152,79,43,0.519736842,3,4
CHC,1937,154,93,46,0.603896104,3,107
CIN,1937,155,56,28,0.361290323,3,4
BRO,1936,156,67,37,0.429487179,3,17
PHA,1936,154,53,31,0.344155844,3,4
SLB,1936,155,57,31,0.367741935,3,4
CIN,1934,152,52,30,0.342105263,3,13
PHI,1934,149,56,35,0.375838926,3,4
BOS,1933,149,63,32,0.422818792,3,14
BSN,1933,156,83,45,0.532051282,3,10
SLB,1933,153,55,30,0.359477124,3,12
BOS,1932,154,43,27,0.279220779,3,4
NYG,1932,154,72,37,0.467532468,3,15
BOS,1931,153,62,39,0.405228758,3,28
BRO,1931,153,79,46,0.516339869,3,4
CIN,1931,154,58,38,0.376623377,3,4
BRO,1930,154,86,49,0.558441558,3,65
NYY,1930,154,86,47,0.558441558,3,4
BRO,1929,153,70,42,0.45751634,3,4
CHW,1929,152,59,35,0.388157895,3,16
BSN,1928,153,50,25,0.326797386,3,19
DET,1928,154,68,36,0.441558442,3,4
PHA,1928,153,98,52,0.640522876,3,4
PIT,1928,152,85,47,0.559210526,3,39
BOS,1927,154,51,29,0.331168831,3,4
CIN,1927,153,75,45,0.490196078,3,8
BSN,1926,153,66,43,0.431372549,3,13
SLB,1926,155,62,40,0.4,3,4
BOS,1925,152,47,28,0.309210526,3,8
SLB,1925,154,82,45,0.532467532,3,4
STL,1925,153,77,48,0.503267974,3,12
BOS,1923,154,61,37,0.396103896,3,4
BSN,1923,155,54,22,0.348387097,3,4
CHW,1923,156,69,30,0.442307692,3,4
WSH,1923,155,75,43,0.483870968,3,36
CHW,1922,155,77,43,0.496774194,3,20
DET,1922,155,79,43,0.509677419,3,4
PIT,1922,155,85,45,0.548387097,3,13
STL,1921,154,87,48,0.564935065,3,8
CHC,1920,154,75,43,0.487012987,3,4
DET,1920,155,61,32,0.393548387,3,4
NYG,1920,155,86,45,0.55483871,3,11
BSN,1919,140,57,29,0.407142857,3,4
STL,1919,138,54,34,0.391304348,3,4
BRO,1918,126,57,33,0.452380952,3,4
PHA,1918,130,52,35,0.4,3,4
BRO,1917,156,70,36,0.448717949,3,4
PIT,1917,157,51,25,0.324840764,3,22
PHA,1916,154,36,23,0.233766234,3,4
BAL,1915,154,47,24,0.305194805,3,44
BSN,1914,158,94,51,0.594936709,3,10
CLE,1914,157,51,32,0.324840764,3,4
NYG,1914,156,84,43,0.538461538,3,69
PBS,1914,154,64,37,0.415584416,3,10
PHA,1914,158,99,51,0.626582278,3,130
CHC,1912,152,91,46,0.598684211,3,149
NYY,1912,153,50,31,0.326797386,3,4
PIT,1912,152,93,44,0.611842105,3,4
CHW,1911,154,77,40,0.5,3,104
PHA,1911,152,101,54,0.664473684,3,26
CHW,1909,159,78,42,0.490566038,3,26
PHI,1909,154,74,40,0.480519481,3,36
CIN,1908,155,73,40,0.470967742,3,14
STL,1908,154,49,28,0.318181818,3,8
BRO,1907,153,65,37,0.424836601,3,4
STL,1907,155,52,31,0.335483871,3,11
BOS,1906,155,49,22,0.316129032,3,18
BRO,1906,153,66,31,0.431372549,3,4
SLB,1906,154,76,40,0.493506494,3,29
BOS,1905,153,78,44,0.509803922,3,4
BRO,1905,155,48,29,0.309677419,3,4
WSH,1905,154,64,33,0.415584416,3,31
BRO,1904,154,56,31,0.363636364,3,19
CIN,1903,141,74,41,0.524822695,3,4
CLE,1903,140,77,49,0.55,3,9
BSN,1902,142,73,42,0.514084507,3,34
CIN,1902,141,70,35,0.496453901,3,16
STL,1902,140,56,28,0.4,3,4
BOS,1901,138,79,49,0.572463768,3,16
MLA,1901,139,48,32,0.345323741,3,4
BSN,1900,142,66,42,0.464788732,3,11
CLV,1899,154,20,9,0.12987013,3,4
NYG,1899,153,60,35,0.392156863,3,23
WHS,1899,155,54,35,0.348387097,3,8
STL,1898,154,39,20,0.253246753,3,4
BSN,1897,135,93,54,0.688888889,3,4
CHC,1897,138,59,36,0.427536232,3,14
CLV,1897,132,69,49,0.522727273,3,4
NYG,1897,138,83,51,0.601449275,3,17
CLV,1895,132,84,49,0.636363636,3,4
BRO,1894,135,70,42,0.518518519,3,4
CHC,1894,137,57,35,0.416058394,3,4
NYG,1894,139,88,49,0.633093525,3,4
PIT,1893,131,81,54,0.618320611,3,37
BLN,1892,152,46,29,0.302631579,3,8
CIN,1892,155,82,45,0.529032258,3,21
CIN,1891,138,56,26,0.405797101,3,4
NYG,1891,136,71,39,0.522058824,3,4
CLE,1890,131,55,31,0.419847328,3,4
TOL,1890,134,68,40,0.507462687,3,8
CIN,1889,141,76,47,0.539007092,3,4
LOU,1889,140,27,18,0.192857143,3,4
WHS,1889,127,41,24,0.322834646,3,4
CLE,1888,135,50,33,0.37037037,3,4
DTN,1888,134,68,40,0.507462687,3,78
IND,1888,136,50,31,0.367647059,3,4
LOU,1888,139,48,27,0.345323741,3,4
PHI,1888,132,69,37,0.522727273,3,4
CLE,1887,133,39,22,0.293233083,3,4
IND,1887,127,37,24,0.291338583,3,10
NYP,1887,138,44,26,0.31884058,3,4
WHS,1887,126,46,26,0.365079365,3,14
BRO,1886,141,76,44,0.539007092,3,24
BSN,1886,118,56,32,0.474576271,3,4
KCN,1886,126,30,17,0.238095238,3,4
BUF,1885,112,38,19,0.339285714,3,4
LOU,1885,112,53,37,0.473214286,3,79
PHI,1885,111,56,29,0.504504505,3,28
ALT,1884,25,6,6,0.24,3,4
BUF,1884,115,64,37,0.556521739,3,4
CHC,1884,113,62,39,0.548672566,3,12
DTN,1884,114,28,18,0.245614035,3,4
KCC,1884,82,16,11,0.195121951,3,4
TOL,1884,110,46,28,0.418181818,3,4
BSN,1883,98,63,41,0.642857143,3,12
DTN,1883,101,40,23,0.396039604,3,28
PHI,1883,99,17,9,0.171717172,3,4
PIT,1883,98,31,18,0.316326531,3,4
STL,1883,98,65,35,0.663265306,3,4
CLV,1882,84,42,21,0.5,3,4
LOU,1882,80,42,26,0.525,3,28
TRO,1882,85,35,22,0.411764706,3,35
TRO,1881,85,39,24,0.458823529,3,4
SYR,1879,71,22,11,0.309859155,3,4
TRO,1879,77,19,12,0.246753247,3,4
IND,1878,63,24,10,0.380952381,3,5
MLG,1878,61,15,7,0.245901639,3,18
LOU,1876,69,30,15,0.434782609,3,10
CEN,1875,14,2,0,0.142857143,3,4
NHV,1875,47,7,3,0.14893617,3,4
WAS,1875,28,5,2,0.178571429,3,4
NYU,1874,65,42,27,0.646153846,3,32
NYU,1873,53,29,22,0.547169811,3,8
RES,1873,23,2,0,0.086956522,3,4
BRA,1872,37,9,6,0.243243243,3,4
ECK,1872,29,3,3,0.103448276,3,4
MAN,1872,24,5,4,0.208333333,3,12
OLY,1872,9,2,1,0.222222222,3,4
ROK,1871,25,4,3,0.16,3,4
